method,eval_id,depth,learning_rate,l2_leaf_reg,random_strength,bagging_temperature,rmse_mean,rmse_std,r2_mean,r2_std,mae_mean,mae_std,total_fit_time
grid,122,8,0.1,3.0,1.0,1.0,1.2188884094235424,0.04423665880908487,0.41137547011154263,0.03723707340707269,0.8801117820655244,0.02946887831716581,7.142986536026001
grid,123,8,0.1,3.0,1.0,1.2,1.221818788559232,0.04522001716288932,0.408551299100855,0.03764779944837289,0.8821504463206914,0.02993916419306985,7.062530279159546
grid,124,8,0.1,3.0,1.2,0.8,1.2256076189235223,0.04367411127857914,0.40467902462679656,0.039962079188421276,0.8878291098737069,0.029859686072409502,7.0370728969573975
grid,125,8,0.1,3.0,1.2,1.0,1.2269772697232153,0.04531583769560674,0.40313734817708025,0.043791975385821434,0.8895269406614498,0.03323929278498528,7.093707323074341
grid,126,8,0.1,3.0,1.2,1.2,1.2269705178145043,0.04054458429496001,0.4032471107139294,0.04009152847971779,0.8885097621380463,0.030271228362015675,6.851545095443726
grid,127,8,0.1,4.0,0.8,0.8,1.2264185883061842,0.04071949281695782,0.4039409448642761,0.037748721562625036,0.8882856859803526,0.027935705850167844,7.055327653884888
grid,128,8,0.1,4.0,0.8,1.0,1.2260696798157993,0.04259898129006822,0.40428173271485957,0.038781559240379994,0.8885051456309961,0.02971900160318696,6.754696607589722
grid,129,8,0.1,4.0,0.8,1.2,1.2230040907391964,0.04568482747469606,0.4073383718820738,0.039069315964135605,0.8844330538983813,0.03085145849136404,6.7811408042907715
grid,130,8,0.1,4.0,1.0,0.8,1.2279646379945282,0.04194199925647235,0.402124225764784,0.04301360780910269,0.891304244338422,0.031761779876110265,6.708110332489014
grid,131,8,0.1,4.0,1.0,1.0,1.223606726511035,0.04347122371346691,0.40660608959498423,0.03999661963391942,0.8856016270599222,0.03100312032692352,6.685669660568237
grid,132,8,0.1,4.0,1.0,1.2,1.2227141224547247,0.045109226856092886,0.4076283178042546,0.03856196961142779,0.8849402024654497,0.030173671140970384,6.66759467124939
grid,133,8,0.1,4.0,1.2,0.8,1.2298083174450118,0.04236893644347171,0.40017494848707724,0.04532477379978002,0.8932893262547201,0.0339862588570519,6.674229145050049
grid,134,8,0.1,4.0,1.2,1.0,1.2290062092716796,0.045315982484138255,0.40120758948659196,0.04327713270160726,0.8907839299479701,0.0324490895569528,6.705648422241211
grid,135,8,0.1,4.0,1.2,1.2,1.2253435283744345,0.039807052059442675,0.4050195943778686,0.0367567963221505,0.8872133539506235,0.0281813701746463,6.627323627471924
grid,136,8,0.12,2.0,0.8,0.8,1.2278259703012657,0.04089869308012619,0.40241568624419877,0.04022839995940487,0.8890721053738343,0.029609897414167436,6.663917541503906
grid,137,8,0.12,2.0,0.8,1.0,1.2268923796365017,0.04109515820812703,0.40337489093134504,0.03953314560698947,0.889074123606633,0.028732190030555896,6.6975932121276855
grid,138,8,0.12,2.0,0.8,1.2,1.2232436480724405,0.04390396824306079,0.40669614143976246,0.043819431435240655,0.8868554829358171,0.03221977239455419,6.68421483039856
grid,139,8,0.12,2.0,1.0,0.8,1.2248362552294076,0.03984352902053254,0.4053681491521742,0.03884764218622252,0.8876029047310243,0.02794724397629545,6.710004568099976
grid,140,8,0.12,2.0,1.0,1.0,1.2221691343428147,0.04007283537897843,0.40810571262320156,0.03648664108683078,0.884072428622571,0.027227512785168363,6.670112133026123
grid,141,8,0.12,2.0,1.0,1.2,1.2288242092231005,0.040411500178580625,0.4012655151747838,0.04275024507910931,0.8914294488147974,0.030387723540907106,6.675947666168213
grid,142,8,0.12,2.0,1.2,0.8,1.2226172344022928,0.04083016482874936,0.40758798315196926,0.03818452554596304,0.8847415917426483,0.028394859511710228,6.658715009689331
grid,143,8,0.12,2.0,1.2,1.0,1.2234741548185089,0.04202432410477096,0.40676695925691286,0.03868006002602846,0.8846681842812435,0.028345056594507912,6.713299036026001
grid,144,8,0.12,2.0,1.2,1.2,1.2287090287138622,0.04178986450902599,0.4013651507272554,0.04343035630918059,0.8916311324845827,0.03222951506580679,6.698200225830078
grid,145,8,0.12,3.0,0.8,0.8,1.2286796439977976,0.03865074047357144,0.40161774929903443,0.038684604367827266,0.8901477887780294,0.028257710796092905,6.659069061279297
grid,146,8,0.12,3.0,0.8,1.0,1.2207620275033526,0.04129026214418997,0.4094979527650402,0.0366281663072749,0.8815907882337539,0.027862219465576266,6.710645437240601
grid,147,8,0.12,3.0,0.8,1.2,1.2219833159887936,0.04388836174213412,0.40817977740608924,0.040190278866377084,0.8845905873599055,0.03014085336404104,7.01652717590332
grid,148,8,0.12,3.0,1.0,0.8,1.2243362107566054,0.04209286494784098,0.4060499503619185,0.03698138960187917,0.8861394027924518,0.028332663115379342,7.258822679519653
grid,149,8,0.12,3.0,1.0,1.0,1.2238835543601072,0.041190684193166544,0.4063387455534155,0.038822013360784696,0.8854926160492671,0.02933685220205903,6.842987060546875
grid,150,8,0.12,3.0,1.0,1.2,1.2284677310726324,0.04065795497132814,0.4018552350530113,0.03926389807711123,0.8897490182901435,0.028545102147722073,6.68119215965271
grid,151,8,0.12,3.0,1.2,0.8,1.2246804332140366,0.042523852975837946,0.4056485374959973,0.03827381403275197,0.8855966944659499,0.02838532620351179,6.739038467407227
grid,152,8,0.12,3.0,1.2,1.0,1.2290100363492398,0.04152909131541808,0.40106496272373493,0.04335909760518724,0.8906557710348565,0.03129453936394959,6.872654914855957
grid,153,8,0.12,3.0,1.2,1.2,1.2209554761070747,0.04213153447676154,0.40936972495284873,0.036199854316190085,0.881171000203261,0.027661859637027716,6.832107305526733
grid,154,8,0.12,4.0,0.8,0.8,1.2231024788463027,0.04178212666903257,0.40724195032060073,0.03680583926397902,0.8848970346014653,0.02699263640995831,6.763342618942261
grid,155,8,0.12,4.0,0.8,1.0,1.2235735889772348,0.03995806127117343,0.4066538140687269,0.037972858157470354,0.88586599819734,0.027517165891005134,6.7634453773498535
grid,156,8,0.12,4.0,0.8,1.2,1.2242021114457058,0.04129714250119033,0.40598437003821664,0.039508091032032795,0.8862977453764553,0.029315008307788954,6.717435121536255
grid,157,8,0.12,4.0,1.0,0.8,1.2236989592051775,0.03879556895886397,0.4065413935698782,0.03721637370583772,0.8858709838885297,0.027258334279847894,6.71430516242981
grid,158,8,0.12,4.0,1.0,1.0,1.2279500149868459,0.041338832629671564,0.4020537643175276,0.043962853919443365,0.891522335892667,0.032998851061536306,6.671392917633057
grid,159,8,0.12,4.0,1.0,1.2,1.229853446260847,0.03964388924323288,0.40022969874279485,0.043010528602126744,0.8933962167786269,0.032232453638634036,6.721058368682861
grid,160,8,0.12,4.0,1.2,0.8,1.2256215594525126,0.04285130141213428,0.40462819940404915,0.04004138086613925,0.8869447632582033,0.029958981958197527,6.759469509124756
grid,161,8,0.12,4.0,1.2,1.0,1.2270634961034201,0.040948503900019105,0.40310309419742624,0.040886516072681484,0.8896583393159074,0.02950787739258404,6.687113285064697
grid,162,8,0.12,4.0,1.2,1.2,1.228105903384232,0.03955316329776156,0.402058674976754,0.04098889719076392,0.8911125879159562,0.02982863137155001,6.71548056602478
grid,163,9,0.08,2.0,0.8,0.8,1.223866710403955,0.04138052091709792,0.4064470666073653,0.03749435028936989,0.8865030803413824,0.028397333023710537,8.26046895980835
grid,164,9,0.08,2.0,0.8,1.0,1.2247582602426428,0.04304267921697829,0.40540976099925186,0.040934653461740175,0.886371073644372,0.03047464882910969,10.210519075393677
grid,165,9,0.08,2.0,0.8,1.2,1.2298295225503746,0.0415405220955312,0.40023315021332007,0.04394977903503577,0.8923717591844407,0.03149204052714582,9.939560413360596
grid,166,9,0.08,2.0,1.0,0.8,1.2266451649080632,0.04141966493944208,0.4035034916332222,0.04131376204759159,0.8892117116576882,0.029980818128043582,9.716481924057007
grid,167,9,0.08,2.0,1.0,1.0,1.2263720454815163,0.04182177463054773,0.40382695577163885,0.04071340051128452,0.889370662354336,0.02948796970131185,8.886159420013428
grid,168,9,0.08,2.0,1.0,1.2,1.2233540380885308,0.04433151216944954,0.4069596277311961,0.03889036318047114,0.8857361414767787,0.03110176611283963,8.465984582901001
grid,169,9,0.08,2.0,1.2,0.8,1.2261360008928963,0.04169857502511072,0.4042089964264356,0.03838869560817514,0.8879361115383458,0.02869191379246627,8.567146062850952
grid,170,9,0.08,2.0,1.2,1.0,1.2277154206683887,0.043250243871487216,0.4025417322623908,0.041178059756206795,0.8900186209669332,0.030611361739242175,8.527565240859985
grid,171,9,0.08,2.0,1.2,1.2,1.2270018458776903,0.042259319334772845,0.4034158488763245,0.037884745771106045,0.8886611263539237,0.028780530015963143,8.900495529174805
grid,172,9,0.08,3.0,0.8,0.8,1.222422671681311,0.04625249141285759,0.4078877637157309,0.03946552270991926,0.8833853366441708,0.031555619074330146,8.489330291748047
grid,173,9,0.08,3.0,0.8,1.0,1.2221971691195892,0.04365698672119471,0.40803242071752727,0.03914056642832801,0.884296113745522,0.029667864106930297,8.437965154647827
grid,174,9,0.08,3.0,0.8,1.2,1.2226231493960533,0.044646866014693996,0.4076341578115154,0.039518016324179735,0.8844749195739483,0.03078843481468151,8.55663776397705
grid,175,9,0.08,3.0,1.0,0.8,1.2260911885869425,0.0456202501764563,0.40400128434699933,0.0438601353779079,0.8884085599918722,0.033495063593839296,8.69088625907898
grid,176,9,0.08,3.0,1.0,1.0,1.22409895116687,0.044624334531888674,0.4061631947335929,0.04008173198518436,0.8860345144339273,0.030060444394582803,8.49689269065857
grid,177,9,0.08,3.0,1.0,1.2,1.225637510665763,0.04265419819801953,0.4045934220224564,0.04030271327374907,0.8885584220316926,0.0302993176233002,8.378662586212158
grid,178,9,0.08,3.0,1.2,0.8,1.2263279296401441,0.04399301715067216,0.40390360574823064,0.041221785674721886,0.8882920968211089,0.03132510620525024,8.3384108543396
grid,179,9,0.08,3.0,1.2,1.0,1.2254422631735684,0.045065300700789034,0.4048452186976883,0.040569439104316575,0.8871601788936403,0.030316978453264146,8.982836723327637
grid,180,9,0.08,3.0,1.2,1.2,1.2267976100398394,0.04389898282420156,0.40346698414038135,0.04088360920126085,0.8884062056910439,0.031220653754060704,8.572651147842407
grid,181,9,0.08,4.0,0.8,0.8,1.2244639841822231,0.042936445306079214,0.4058245952806628,0.03896486806905372,0.8866630378553712,0.029307246336574888,8.425468444824219
grid,182,9,0.08,4.0,0.8,1.0,1.22607340298855,0.04284258982257071,0.40404349527656425,0.04220074522001114,0.887739851723332,0.03145548816891956,8.382868528366089
grid,183,9,0.08,4.0,0.8,1.2,1.222622760538878,0.04292923750398358,0.40764116799090794,0.03851506689711893,0.8843230520410568,0.029925815041491773,8.5228111743927
grid,184,9,0.08,4.0,1.0,0.8,1.2289725492461794,0.04402175167456126,0.40108384070686826,0.04479546378385377,0.891410912913383,0.03255835109969759,8.893783330917358
grid,185,9,0.08,4.0,1.0,1.0,1.225902020975101,0.04421543080755129,0.4043416786873658,0.04097729204520131,0.8885183748409258,0.030279053725989786,8.557534456253052
grid,186,9,0.08,4.0,1.0,1.2,1.2273443801917225,0.0396349084284206,0.40289118566804766,0.03944155048706398,0.8904500416912194,0.028839091213129556,8.486318349838257
grid,187,9,0.08,4.0,1.2,0.8,1.2230516161988612,0.0451443025315605,0.4072606241904909,0.03913985696233045,0.8849084826040473,0.031019918790195403,8.459359645843506
grid,188,9,0.08,4.0,1.2,1.0,1.222643923074426,0.046223457552234136,0.4076102209115744,0.04033141985669448,0.8838962754834723,0.03180452105888818,9.186283826828003
grid,189,9,0.08,4.0,1.2,1.2,1.2268654644945833,0.04174964295792208,0.40333352178190224,0.04091390961522789,0.8899874238991972,0.03051272095499469,8.550177097320557
grid,190,9,0.1,2.0,0.8,0.8,1.222044483462931,0.04692946646815603,0.4083276583364796,0.03878937268879459,0.8831574970266525,0.03107694202946629,8.762306928634644
grid,191,9,0.1,2.0,0.8,1.0,1.2243077666795508,0.04123797581450274,0.40591263322636556,0.0389359566377311,0.8862360327725904,0.028453584468114426,8.574620962142944
grid,192,9,0.1,2.0,0.8,1.2,1.2254405043580965,0.043059859569162175,0.4048144341788634,0.040008894084771526,0.8869398525612973,0.0303522037379916,8.635003328323364
grid,193,9,0.1,2.0,1.0,0.8,1.2244001288273019,0.040014405391395176,0.40572973048252514,0.039813818363820065,0.8871486625310812,0.028665662031126693,8.176026582717896
grid,194,9,0.1,2.0,1.0,1.0,1.2286870608766425,0.04238035815530899,0.4015109404131797,0.041838560780837857,0.890937332226071,0.03115381316396007,8.117920160293579
grid,195,9,0.1,2.0,1.0,1.2,1.2266605687602485,0.04270152217725856,0.4036498617068632,0.03957590466806981,0.8874363085956893,0.029339786328349413,8.034794330596924
grid,196,9,0.1,2.0,1.2,0.8,1.2241301952758321,0.042442777880270885,0.4060208557655665,0.04065409812479351,0.8861992556005591,0.02982629274914198,8.019204139709473
grid,197,9,0.1,2.0,1.2,1.0,1.2249049585863514,0.04202253580248445,0.40536191052975507,0.038849093818735816,0.8862176324195795,0.02907136688706173,8.009351015090942
grid,198,9,0.1,2.0,1.2,1.2,1.222690262509046,0.04239474189652768,0.40766046516352733,0.03679377414804827,0.8829300799477859,0.029154531447594164,8.198945999145508
grid,199,9,0.1,3.0,0.8,0.8,1.2202938256524791,0.04530619417176988,0.40983907667207375,0.04032266353845148,0.881282671153033,0.031847827201846084,8.899125099182129
grid,200,9,0.1,3.0,0.8,1.0,1.2247363957231467,0.04178243428026185,0.4056341534933006,0.037167174397495,0.885495763944314,0.028991892148250303,8.670935869216919
grid,201,9,0.1,3.0,0.8,1.2,1.2253561823065517,0.042460582781483354,0.4049342741201487,0.03908495071230582,0.8862440218988302,0.028903611258273638,8.617487907409668
grid,202,9,0.1,3.0,1.0,0.8,1.2292742509149215,0.04080996085820172,0.4007407341885022,0.044041712127296344,0.891955779448175,0.032999843244811033,8.560467004776001
grid,203,9,0.1,3.0,1.0,1.0,1.2286121264493615,0.040269172264786754,0.4015742141067188,0.04096355251699035,0.8906817178728679,0.031058346535780892,8.663967847824097
grid,204,9,0.1,3.0,1.0,1.2,1.2253595290193595,0.041964347333181586,0.40504508544287904,0.03718002550861542,0.8874880965640252,0.02829097085457018,8.580604791641235
grid,205,9,0.1,3.0,1.2,0.8,1.2247394566544654,0.03992757599108528,0.40544061066767123,0.03916011787660626,0.887150729307673,0.02798887452403871,8.586644649505615
grid,206,9,0.1,3.0,1.2,1.0,1.2265252785186973,0.04030199801443708,0.4037142020258818,0.039251773613177214,0.8880755432491206,0.029254150383517478,8.65034532546997
grid,207,9,0.1,3.0,1.2,1.2,1.2221843330996405,0.04225082313198582,0.40808441216608715,0.03772619486365921,0.883807683435162,0.02921925933118856,8.550920486450195
grid,208,9,0.1,4.0,0.8,0.8,1.2206051254992523,0.044298641096737396,0.40978557573673025,0.036182884499446746,0.8811438215585163,0.029963557672218446,8.549756050109863
grid,209,9,0.1,4.0,0.8,1.0,1.2266856562845254,0.04676667177870172,0.403574639616496,0.042331536700558565,0.8864150424467716,0.03216157552115449,8.558910131454468
grid,210,9,0.1,4.0,0.8,1.2,1.2245996538380475,0.04181039645674174,0.40566740387938915,0.03878299465188828,0.8866795539922954,0.028733207044107666,8.610706090927124
grid,211,9,0.1,4.0,1.0,0.8,1.2251884253623397,0.04093858120847765,0.4049300022247554,0.040787590435482655,0.8872164194387651,0.030092105940065388,8.86701512336731
grid,212,9,0.1,4.0,1.0,1.0,1.2267619845283684,0.04144546675457495,0.4033767297247411,0.041390642177330954,0.8894523395777238,0.030113470296186964,8.173320531845093
grid,213,9,0.1,4.0,1.0,1.2,1.2243542785271562,0.0452475691577742,0.4058875853721363,0.04084631170130588,0.8858253638905499,0.03130265302671835,8.080678224563599
grid,214,9,0.1,4.0,1.2,0.8,1.2222497660773568,0.045963021360052696,0.4081269064172176,0.03825126382693497,0.8830562136276591,0.029957582943829657,8.216670274734497
grid,215,9,0.1,4.0,1.2,1.0,1.2285075815087079,0.0388469743687609,0.40155935142049587,0.04211181346090453,0.8919152397095236,0.031322217769984124,8.099746704101562
grid,216,9,0.1,4.0,1.2,1.2,1.2249824192378616,0.04211615256445463,0.40518545258575217,0.04056354156049751,0.8880478714724902,0.029539119012457735,8.371669054031372
grid,217,9,0.12,2.0,0.8,0.8,1.2205116806216108,0.040014108666962096,0.4099128979305505,0.03296605785079342,0.880074523227691,0.025617099359725615,8.388979434967041
grid,218,9,0.12,2.0,0.8,1.0,1.2239789796526435,0.04285117916400738,0.4063807093603238,0.0375818073853866,0.8854488451282834,0.028604191495664084,8.125322103500366
grid,219,9,0.12,2.0,0.8,1.2,1.22451921698388,0.043559848707481794,0.4058482587893687,0.03816755646837889,0.8849017634906255,0.029349093367192658,8.745364665985107
grid,220,9,0.12,2.0,1.0,0.8,1.224176202118025,0.040122316822618825,0.40621327912757205,0.035801102477428945,0.8858046545817991,0.027006958792959453,9.091426610946655
grid,221,9,0.12,2.0,1.0,1.0,1.2337211148829978,0.04070075080311303,0.39618145027437884,0.047239541141150934,0.8961841919477502,0.034259694000086174,8.521549940109253
grid,222,9,0.12,2.0,1.0,1.2,1.2247496641339108,0.0453732656788965,0.4055401760977115,0.04027106200277594,0.8852910170107553,0.03136683463278169,8.688059091567993
grid,223,9,0.12,2.0,1.2,0.8,1.2246347172976904,0.04305855542675615,0.4053817945878886,0.04294748741302813,0.8869858238340267,0.031562913457234186,9.456943273544312
grid,224,9,0.12,2.0,1.2,1.0,1.2248515184414552,0.03983684631699205,0.40543573982150977,0.03757960264323767,0.8865112250378235,0.028122956216732352,8.934553384780884
grid,225,9,0.12,2.0,1.2,1.2,1.2316473704868593,0.040607745594280674,0.39854143056683144,0.0424773627942687,0.8925950877385003,0.030965815015228444,8.831262826919556
grid,226,9,0.12,3.0,0.8,0.8,1.2279424614612502,0.038429520454613494,0.4023209008773909,0.038810158819024373,0.8879693394520212,0.027514117702138585,8.740659952163696
grid,227,9,0.12,3.0,0.8,1.0,1.2239621523706716,0.043449397672372755,0.4063564018678149,0.03860040861424813,0.8852457867881366,0.028415801914881456,8.77081847190857
grid,228,9,0.12,3.0,0.8,1.2,1.2243053270565654,0.04024527962561551,0.40613744948205344,0.034966080428997584,0.8846471939617973,0.026861622772513586,8.404535293579102
grid,229,9,0.12,3.0,1.0,0.8,1.2202794696075174,0.04211800107482734,0.41002388980731325,0.03602988084197942,0.8812135201139769,0.027272071894059804,8.427096843719482
grid,230,9,0.12,3.0,1.0,1.0,1.2278931032588587,0.04016156063880948,0.40226190326193284,0.041148472873800364,0.8895627602193874,0.03001681188736239,8.254284381866455
grid,231,9,0.12,3.0,1.0,1.2,1.221662363641774,0.0418325631405153,0.40872887335698865,0.03531171215322494,0.8818052819753831,0.028870138820797666,8.422677993774414
grid,232,9,0.12,3.0,1.2,0.8,1.2266800644934377,0.041274722281811685,0.4034276058743256,0.04171367002052984,0.8887922521245099,0.030312060867785887,8.242981910705566
grid,233,9,0.12,3.0,1.2,1.0,1.2311284174963304,0.03974378571208675,0.3989567309239865,0.043253494937803866,0.8925006255899351,0.032229748925241365,8.268750190734863
grid,234,9,0.12,3.0,1.2,1.2,1.2291254535839724,0.04269501902078551,0.40085410900719404,0.04522212547166793,0.8912759189104925,0.03372021834946609,8.285000324249268
grid,235,9,0.12,4.0,0.8,0.8,1.2252997655949311,0.04037961126162256,0.40491037240165595,0.0392345801534404,0.8865346908732267,0.028003890929039914,8.386033773422241
grid,236,9,0.12,4.0,0.8,1.0,1.2196461436351629,0.04355460968381969,0.4107143559944714,0.03561701623101058,0.8808984452058043,0.02840944942737796,8.427243709564209
grid,237,9,0.12,4.0,0.8,1.2,1.2202477334307116,0.04399987167439296,0.41022033912703765,0.03458555809066759,0.8809266814293657,0.029485978212459563,8.316096782684326
grid,238,9,0.12,4.0,1.0,0.8,1.2224344339739504,0.041394982993166414,0.40778152343456747,0.038286420907011176,0.8852131391129452,0.028784787331686615,8.308417320251465
grid,239,9,0.12,4.0,1.0,1.0,1.229483967739575,0.03894048877635938,0.4006868355885514,0.04106970272818029,0.8910800092693238,0.029292147453499374,8.23864221572876
grid,240,9,0.12,4.0,1.0,1.2,1.224315299609252,0.03939747931729924,0.4060800754900832,0.03537694256364749,0.8854888660638489,0.027149496293247255,8.701199531555176
grid,241,9,0.12,4.0,1.2,0.8,1.2239382451979082,0.03944625587355177,0.4061713612747389,0.039642469711467676,0.8874113589816531,0.028319316232394507,8.256276369094849
grid,242,9,0.12,4.0,1.2,1.0,1.2227945662356259,0.04220441145759187,0.40759160444001485,0.03621423124350774,0.8841438826150106,0.02809279426949761,8.215393543243408
grid,243,9,0.12,4.0,1.2,1.2,1.227139304677341,0.038917965262259525,0.4028280324186144,0.04300324705450962,0.8901912134953303,0.03171873619056414,8.267265796661377
